Шаг,Время,Ширина,Высота,Частота кадров,Кодек,Битрейт (КБ/сек),Время видео,day,month,hour_min,loss,anomaly
91.0,0.0400011539459228,960.0,540.0,25.0,h264,489.6982421875,2024-04-13 07:55:07,13,4,7.916666666666667,0.0019138225,False
92.0,0.0743968486785888,960.0,540.0,25.0,h264,2548.6220703125,2024-04-13 07:55:07,13,4,7.916666666666667,0.000596278,False
93.0,0.0785169601440429,960.0,540.0,25.0,h264,3037.5,2024-04-13 07:55:07,13,4,7.916666666666667,0.0012957829,False
93.99999999999955,0.0763230323791503,960.0,540.0,25.0,h264,3037.4931640625,2024-04-13 07:55:07,13,4,7.916666666666667,0.001243738,False
95.0,0.0437870025634765,960.0,540.0,25.0,h264,1518.75,2024-04-13 07:55:07,13,4,7.916666666666667,0.0007171425,False
96.0,0.0506219863891601,960.0,540.0,25.0,h264,1518.75,2024-04-13 07:55:07,13,4,7.916666666666667,0.0007797162,False
97.0,0.066335916519165,960.0,540.0,25.0,h264,3037.5,2024-04-13 07:55:07,13,4,7.916666666666667,0.0011576538,False
98.0,0.0426549911499023,960.0,540.0,25.0,h264,1518.75,2024-04-13 07:55:07,13,4,7.916666666666667,0.0007407102,False
99.0,0.0424020290374755,960.0,540.0,25.0,h264,1518.75,2024-04-13 07:55:07,13,4,7.916666666666667,0.0007490808,False
100.0,0.0728359222412109,960.0,540.0,25.0,h264,3037.5,2024-04-13 07:55:08,13,4,7.916666666666667,0.001175361,False
101.0,0.0522470474243164,960.0,540.0,25.0,h264,1518.75,2024-04-13 07:55:08,13,4,7.916666666666667,0.00082018145,False
102.0,0.0666632652282714,960.0,540.0,25.0,h264,3037.5,2024-04-13 07:55:08,13,4,7.916666666666667,0.0011518508,False
103.0,0.0471386909484863,960.0,540.0,25.0,h264,1518.75,2024-04-13 07:55:08,13,4,7.916666666666667,0.00070255634,False
104.0,0.0777552127838134,960.0,540.0,25.0,h264,3037.5029296875,2024-04-13 07:55:08,13,4,7.916666666666667,0.0012702738,False
104.99999999999955,0.0434019565582275,960.0,540.0,25.0,h264,1518.75390625,2024-04-13 07:55:08,13,4,7.916666666666667,0.00072288944,False
106.0,0.0400009155273437,960.0,540.0,25.0,h264,1611.85546875,2024-04-13 07:55:08,13,4,7.916666666666667,0.00070462655,False
107.0,0.076085090637207,960.0,540.0,25.0,h264,2944.390625,2024-04-13 07:55:08,13,4,7.916666666666667,0.00093589193,False
108.0,0.0400090217590332,960.0,540.0,25.0,h264,2239.908203125,2024-04-13 07:55:08,13,4,7.916666666666667,0.0006845946,False
109.0,0.0510110855102539,960.0,540.0,25.0,h264,797.705078125,2024-04-13 07:55:08,13,4,7.916666666666667,0.0016471613,False
110.0,0.0685787200927734,960.0,540.0,25.0,h264,3037.3525390625,2024-04-13 07:55:08,13,4,7.916666666666667,0.0011328503,False
111.0,0.0400011539459228,960.0,540.0,25.0,h264,1968.123046875,2024-04-13 07:55:08,13,4,7.916666666666667,0.00063196314,False
112.0,0.0413920879364013,960.0,540.0,25.0,h264,1070.3017578124998,2024-04-13 07:55:08,13,4,7.916666666666667,0.0014194284,False
113.0,0.04400086402893061,960.0,540.0,25.0,h264,1517.9658203125,2024-04-13 07:55:08,13,4,7.916666666666667,0.00071340473,False
114.0,0.0773329734802246,960.0,540.0,25.0,h264,3037.5107421875,2024-04-13 07:55:08,13,4,7.916666666666667,0.0012554901,False
115.0,0.0400028228759765,960.0,540.0,25.0,h264,1522.3173828125,2024-04-13 07:55:08,13,4,7.916666666666667,0.00085547625,False
115.99999999999955,0.0401241779327392,960.0,540.0,25.0,h264,3032.9990234375,2024-04-13 07:55:08,13,4,7.916666666666667,0.0020416337,False
117.0,0.0411601066589355,960.0,540.0,25.0,h264,1.7070312500004547,2024-04-13 07:55:08,13,4,7.916666666666667,0.0035765525,False
118.0,0.0838809013366699,960.0,540.0,25.0,h264,3037.5,2024-04-13 07:55:08,13,4,7.916666666666667,0.0015330014,False
119.0,0.0666999816894531,960.0,540.0,25.0,h264,3037.0146484375,2024-04-13 07:55:09,13,4,7.916666666666667,0.0011415624,False
